time	V(7)	V(8)
7.531737803886341e-001	1.928469e+001	-1.928469e+001
7.532812032528010e-001	1.931800e+001	-1.931800e+001
7.534960489811348e-001	1.944700e+001	-1.944700e+001
7.539257404378021e-001	1.975784e+001	-1.975784e+001
7.542763635694342e-001	2.001298e+001	-2.001298e+001
7.545952685218937e-001	2.017535e+001	-2.017535e+001
7.551133967398820e-001	2.024677e+001	-2.024677e+001
7.559456959696445e-001	2.014670e+001	-2.014670e+001
7.569222584696445e-001	1.995617e+001	-1.995617e+001
7.578988209696445e-001	1.976224e+001	-1.976224e+001
7.588753834696445e-001	1.957018e+001	-1.957018e+001
7.598519459696445e-001	1.938000e+001	-1.938000e+001
7.608285084696445e-001	1.924364e+001	-1.924364e+001
7.615101676372128e-001	1.925612e+001	-1.925612e+001
7.616173672043989e-001	1.929145e+001	-1.929145e+001
7.618317663387710e-001	1.942414e+001	-1.942414e+001
7.622605646075152e-001	1.974071e+001	-1.974071e+001
7.626115376699614e-001	1.999998e+001	-1.999998e+001
7.629315982050087e-001	2.016507e+001	-2.016507e+001
7.634515843909663e-001	2.023803e+001	-2.023803e+001
7.642867404911563e-001	2.013844e+001	-2.013844e+001
7.649993606348099e-001	1.999972e+001	-1.999972e+001
7.656456025476286e-001	1.987086e+001	-1.987086e+001
7.662934471117959e-001	1.974254e+001	-1.974254e+001
7.669122185030224e-001	1.962082e+001	-1.962082e+001
7.677786698682518e-001	1.945170e+001	-1.945170e+001
7.687552323682518e-001	1.930108e+001	-1.930108e+001
7.697317948682518e-001	1.922984e+001	-1.922984e+001
7.697462072952443e-001	1.923080e+001	-1.923080e+001
7.697750321492295e-001	1.923639e+001	-1.923639e+001
7.698326818571998e-001	1.925231e+001	-1.925231e+001
7.699479812731404e-001	1.930048e+001	-1.930048e+001
7.701785801050215e-001	1.943833e+001	-1.943833e+001
7.705500867602121e-001	1.971249e+001	-1.971249e+001
7.708018672486572e-001	1.990790e+001	-1.990790e+001
7.710716375090709e-001	2.008612e+001	-2.008612e+001
7.714711671076799e-001	2.023337e+001	-2.023337e+001
7.721180790273302e-001	2.025578e+001	-2.025578e+001
7.730946415273302e-001	2.010240e+001	-2.010240e+001
7.740712040273302e-001	1.990704e+001	-1.990704e+001
7.750477665273302e-001	1.971358e+001	-1.971358e+001
7.760243290273302e-001	1.952200e+001	-1.952200e+001
7.770008915273302e-001	1.935259e+001	-1.935259e+001
7.779774540273302e-001	1.924075e+001	-1.924075e+001
7.780990070514112e-001	1.925390e+001	-1.925390e+001
7.783421130995731e-001	1.935895e+001	-1.935895e+001
7.788283251958971e-001	1.967518e+001	-1.967518e+001
7.790850269722228e-001	1.986871e+001	-1.986871e+001
7.793863146071470e-001	2.007423e+001	-2.007423e+001
7.797741658177144e-001	2.022764e+001	-2.022764e+001
7.804025407493028e-001	2.026130e+001	-2.026130e+001
7.812223065619635e-001	2.013888e+001	-2.013888e+001
7.819144352722112e-001	1.999991e+001	-1.999991e+001
7.825493220026238e-001	1.987332e+001	-1.987332e+001
7.831843636479963e-001	1.974754e+001	-1.974754e+001
7.838845310694501e-001	1.960987e+001	-1.960987e+001
7.848610935694501e-001	1.941943e+001	-1.941943e+001
7.858376560694501e-001	1.927999e+001	-1.927999e+001
7.865137611915755e-001	1.928612e+001	-1.928612e+001
7.866206978754025e-001	1.931997e+001	-1.931997e+001
7.868345712430563e-001	1.944952e+001	-1.944952e+001
7.872623179783641e-001	1.975991e+001	-1.975991e+001
7.876137025502238e-001	2.001525e+001	-2.001525e+001
7.879351220938387e-001	2.017726e+001	-2.017726e+001
7.884572929216680e-001	2.024541e+001	-2.024541e+001
7.892958061069491e-001	2.014040e+001	-2.014040e+001
7.902723686069491e-001	1.994859e+001	-1.994859e+001
7.912489311069491e-001	1.975472e+001	-1.975472e+001
7.922254936069491e-001	1.956274e+001	-1.956274e+001
7.932020561069491e-001	1.937263e+001	-1.937263e+001
7.941786186069491e-001	1.923714e+001	-1.923714e+001
7.948500877124802e-001	1.925253e+001	-1.925253e+001
7.949568053262038e-001	1.928860e+001	-1.928860e+001
7.951702405536510e-001	1.942233e+001	-1.942233e+001
7.955971110085454e-001	1.973930e+001	-1.973930e+001
7.959488381297399e-001	1.999940e+001	-1.999940e+001
7.962713890012968e-001	2.016458e+001	-2.016458e+001
7.967953781380085e-001	2.023476e+001	-2.023476e+001
7.976366837428428e-001	2.013043e+001	-2.013043e+001
7.983482794985426e-001	1.999088e+001	-1.999088e+001
7.989931857891958e-001	1.986235e+001	-1.986235e+001
7.996395033656973e-001	1.973438e+001	-1.973438e+001
8.002586709587040e-001	1.961265e+001	-1.961265e+001
8.011600987356137e-001	1.943681e+001	-1.943681e+001
8.021366612356137e-001	1.929524e+001	-1.929524e+001
8.031132237356137e-001	1.925110e+001	-1.925110e+001
8.031272024141115e-001	1.925279e+001	-1.925279e+001
8.031551597711071e-001	1.926014e+001	-1.926014e+001
8.032110744850983e-001	1.927902e+001	-1.927902e+001
8.033229039130808e-001	1.933106e+001	-1.933106e+001
8.035465627690458e-001	1.947095e+001	-1.947095e+001
8.039050507729928e-001	1.973806e+001	-1.973806e+001
8.042079132194577e-001	1.996812e+001	-1.996812e+001
8.044838281485485e-001	2.013276e+001	-2.013276e+001
8.049326321006775e-001	2.025522e+001	-2.025522e+001
8.056572418659229e-001	2.023585e+001	-2.023585e+001
8.066338043659229e-001	2.006872e+001	-2.006872e+001
8.076103668659229e-001	1.987369e+001	-1.987369e+001
8.085869293659229e-001	1.968056e+001	-1.968056e+001
8.095634918659229e-001	1.948930e+001	-1.948930e+001
8.105400543659229e-001	1.933423e+001	-1.933423e+001
8.113938758088432e-001	1.928090e+001	-1.928090e+001
8.115095046499710e-001	1.930289e+001	-1.930289e+001
8.117407623322266e-001	1.941790e+001	-1.941790e+001
8.122032776967377e-001	1.973068e+001	-1.973068e+001
8.124788983146699e-001	1.993704e+001	-1.993704e+001
8.127421567547492e-001	2.010776e+001	-2.010776e+001
8.131440970796723e-001	2.025113e+001	-2.025113e+001
8.137948300164704e-001	2.027316e+001	-2.027316e+001
8.145979454707601e-001	2.014984e+001	-2.014984e+001
8.152848572512188e-001	2.001186e+001	-2.001186e+001
8.159833424783602e-001	1.987255e+001	-1.987255e+001
8.166177834526504e-001	1.974689e+001	-1.974689e+001
8.173821990197194e-001	1.959665e+001	-1.959665e+001
8.183587615197194e-001	1.940630e+001	-1.940630e+001
8.193353240197194e-001	1.927097e+001	-1.927097e+001
8.199108526022166e-001	1.929529e+001	-1.929529e+001
8.200131024720175e-001	1.933403e+001	-1.933403e+001
8.202176022116194e-001	1.946838e+001	-1.946838e+001
8.206266016908232e-001	1.977361e+001	-1.977361e+001
8.210063635568764e-001	2.004282e+001	-2.004282e+001
8.213650045686811e-001	2.020447e+001	-2.020447e+001
8.219468311818776e-001	2.025100e+001	-2.025100e+001
8.228760952938213e-001	2.011453e+001	-2.011453e+001
8.238526577938213e-001	1.991908e+001	-1.991908e+001
8.248292202938213e-001	1.972550e+001	-1.972550e+001
8.258057827938213e-001	1.953381e+001	-1.953381e+001
8.267823452938213e-001	1.934397e+001	-1.934397e+001
8.277589077938213e-001	1.921294e+001	-1.921294e+001
8.282786448327949e-001	1.925029e+001	-1.925029e+001
8.283783444034082e-001	1.929371e+001	-1.929371e+001
8.285777435446348e-001	1.943520e+001	-1.943520e+001
8.289765418270880e-001	1.974686e+001	-1.974686e+001
8.293458985292781e-001	2.001599e+001	-2.001599e+001
8.297084275581550e-001	2.018253e+001	-2.018253e+001
8.302964643566613e-001	2.023141e+001	-2.023141e+001
8.312350679023635e-001	2.009405e+001	-2.009405e+001
8.319471773047761e-001	1.995135e+001	-1.995135e+001
8.325680231335207e-001	1.982784e+001	-1.982784e+001
8.331885069636189e-001	1.970523e+001	-1.970523e+001
8.339286103933123e-001	1.956006e+001	-1.956006e+001
8.349051728933123e-001	1.937008e+001	-1.937008e+001
8.358817353933123e-001	1.923410e+001	-1.923410e+001
8.365310075059569e-001	1.925058e+001	-1.925058e+001
8.366366806260434e-001	1.928740e+001	-1.928740e+001
8.368480268662163e-001	1.942228e+001	-1.942228e+001
8.372707193465622e-001	1.973838e+001	-1.973838e+001
8.376240750390636e-001	1.999906e+001	-1.999906e+001
8.379520052605597e-001	2.016370e+001	-2.016370e+001
8.384846361099437e-001	2.022769e+001	-2.022769e+001
8.393391912698373e-001	2.011351e+001	-2.011351e+001
8.403157537698373e-001	1.991952e+001	-1.991952e+001
8.412923162698373e-001	1.972594e+001	-1.972594e+001
8.422688787698373e-001	1.953424e+001	-1.953424e+001
8.432454412698373e-001	1.934440e+001	-1.934440e+001
8.442220037698373e-001	1.921149e+001	-1.921149e+001
8.448670439912391e-001	1.923494e+001	-1.923494e+001
8.449725187763792e-001	1.927324e+001	-1.927324e+001
8.451834683466595e-001	1.941038e+001	-1.941038e+001
8.456053674872200e-001	1.972978e+001	-1.972978e+001
8.459590315626941e-001	1.999300e+001	-1.999300e+001
8.462879805345746e-001	2.015930e+001	-2.015930e+001
8.468222471817680e-001	2.022395e+001	-2.022395e+001
8.476793062802105e-001	2.010927e+001	-2.010927e+001
8.483917201494868e-001	1.996749e+001	-1.996749e+001
8.490331995445829e-001	1.983979e+001	-1.983979e+001
8.496756757114767e-001	1.971274e+001	-1.971274e+001
8.503394256640683e-001	1.958242e+001	-1.958242e+001
8.512695894356767e-001	1.940126e+001	-1.940126e+001
8.522461519356767e-001	1.925190e+001	-1.925190e+001
8.530768154676456e-001	1.921651e+001	-1.921651e+001
8.531912741708594e-001	1.924285e+001	-1.924285e+001
8.534201915772870e-001	1.936689e+001	-1.936689e+001
8.538780263901422e-001	1.969160e+001	-1.969160e+001
8.541599205685631e-001	1.990903e+001	-1.990903e+001
8.544141592624424e-001	2.007699e+001	-2.007699e+001
8.548194379248242e-001	2.022375e+001	-2.022375e+001
8.554754589714844e-001	2.024433e+001	-2.024433e+001
8.564520214714844e-001	2.009035e+001	-2.009035e+001
8.574285839714844e-001	1.989511e+001	-1.989511e+001
8.584051464714844e-001	1.970176e+001	-1.970176e+001
8.593817089714844e-001	1.951030e+001	-1.951030e+001
8.603582714714844e-001	1.934600e+001	-1.934600e+001
8.613348339714844e-001	1.923462e+001	-1.923462e+001
8.613498148917482e-001	1.923437e+001	-1.923437e+001
8.614397004133315e-001	1.924744e+001	-1.924744e+001
8.615595477754425e-001	1.928787e+001	-1.928787e+001
8.617992424996647e-001	1.941886e+001	-1.941886e+001
8.621881707558673e-001	1.969671e+001	-1.969671e+001
8.624520618849635e-001	1.990033e+001	-1.990033e+001
8.627321806514112e-001	2.008718e+001	-2.008718e+001
8.631278778473547e-001	2.023623e+001	-2.023623e+001
8.637687114684324e-001	2.026464e+001	-2.026464e+001
8.645701664132698e-001	2.014365e+001	-2.014365e+001
8.652588012153295e-001	2.000537e+001	-2.000537e+001
8.659559569881863e-001	1.986637e+001	-1.986637e+001
8.665921795364250e-001	1.974040e+001	-1.974040e+001
8.673698349585545e-001	1.958762e+001	-1.958762e+001
8.683463974585545e-001	1.939735e+001	-1.939735e+001
8.693229599585545e-001	1.926230e+001	-1.926230e+001
8.699061039243684e-001	1.928655e+001	-1.928655e+001
8.700087043136190e-001	1.932530e+001	-1.932530e+001
8.702139050921202e-001	1.946015e+001	-1.946015e+001
8.706243066491225e-001	1.976710e+001	-1.976710e+001
8.710055061064527e-001	2.003838e+001	-2.003838e+001
8.713636095064063e-001	2.020075e+001	-2.020075e+001
8.719445770786750e-001	2.024802e+001	-2.024802e+001
8.728725476146759e-001	2.011206e+001	-2.011206e+001
8.738491101146759e-001	1.991663e+001	-1.991663e+001
